id,ano_nascimento,nivel_educacao,estado_civil,renda_familiar_anual,num_criancas,num_adolescentes,data_cadastro,total_dias_ultima_compra,reclamacoes_ultimos_2_anos
2669,1993,Graduação,Solteiro,74.293,0,0,04-05-2014,66,0
455,1946,Doutorado,Casado,51.012,0,0,18-04-2013,86,0
7683,1968,Mestrado,Casado,70.777,0,1,25-02-2014,80,0
3428,1991,Doutorado,Casado,68.682,0,0,06-10-2013,56,0
7414,1971,Graduação,Casado,43.824,1,1,15-09-2012,18,0
6354,1984,Graduação,Casado,15.345,1,0,31-08-2012,51,0
798,1987,Graduação,Solteiro,23.442,1,0,24-12-2012,71,0
8213,1980,Ensino Médio,Casado,14.515,1,0,09-11-2012,71,0
2488,1956,Ensino Médio,Divorciado,31.395,1,1,23-03-2013,80,0
9999,1965,Graduação,Casado,75.276,0,0,27-09-2012,2,0
7617,1974,Graduação,Solteiro,42.373,1,1,15-08-2013,83,0
615,1960,Graduação,Casado,30.507,0,0,11-03-2013,29,0
2552,1955,Doutorado,Solteiro,55.521,1,2,22-10-2013,11,0
194,1965,Graduação,Casado,48.006,1,1,09-06-2014,55,0
3645,1972,Doutorado,Solteiro,27.213,1,0,30-08-2012,19,0
8890,1971,Doutorado,Divorciado,65.808,1,1,30-05-2014,1,0
5049,1974,Doutorado,Casado,30.351,1,0,06-06-2013,19,0
9973,1963,Graduação,Casado,50.437,0,2,17-10-2012,28,0
7301,1982,Ensino Médio,Solteiro,23.616,1,0,17-11-2012,76,0
10882,1976,Graduação,Casado,53.858,0,1,09-11-2012,50,0
7030,1955,Doutorado,Casado,66.465,0,1,30-03-2013,1,0
7422,1987,Graduação,Solteiro,46.923,1,0,22-08-2012,90,0
3523,1962,Graduação,Casado,75.072,0,1,23-01-2013,83,0
7106,1943,Doutorado,Casado,75.865,0,0,31-03-2014,73,0
6504,1975,Ensino Médio,Casado,19.789,1,0,20-11-2013,24,0
5067,1994,Graduação,Casado,80.134,0,0,14-02-2014,11,0
4216,1981,Graduação,Solteiro,91.065,0,0,22-02-2013,33,0
8581,1971,Mestrado,Casado,49.505,1,1,05-03-2013,4,0
5929,1973,Doutorado,Casado,37.401,1,0,06-05-2014,14,0
3129,1983,Graduação,Casado,30.096,1,0,22-05-2014,30,0
6528,1982,Mestrado,Casado,18.492,1,0,05-06-2014,75,0
1361,1974,Mestrado,Casado,82.584,0,0,04-06-2013,26,0
6932,1941,Doutorado,Casado,93.027,0,0,13-04-2013,77,0
7284,1953,Graduação,Casado,48.686,1,2,04-12-2013,8,0
1340,1986,Graduação,Casado,92.91,0,0,24-04-2014,42,0
8746,1989,Graduação,Casado,75.433,1,0,05-04-2014,28,0
5987,1989,Ensino Médio,Casado,10.404,1,0,04-05-2014,52,0
3767,1968,Graduação,Casado,61.314,0,1,25-04-2013,1,0
3725,1961,Doutorado,Solteiro,84.865,0,0,09-05-2013,1,0
4324,1989,Graduação,Casado,42.387,1,0,29-10-2012,42,0
238,1967,Ensino Médio,Casado,67.309,1,1,23-01-2013,76,0
6694,1964,Graduação,Casado,75.236,0,1,25-11-2013,27,0
498,1970,Graduação,Solteiro,30.015,1,0,02-02-2014,28,0
9347,1956,Mestrado,Casado,50.943,0,1,21-06-2013,49,0
9699,1966,Graduação,Divorciado,67.272,0,1,21-12-2013,12,0
10664,1949,Mestrado,Viúvo,51.529,0,1,07-09-2013,14,0
5455,1971,Doutorado,Casado,32.011,1,0,22-08-2013,89,0
456,1986,Ensino Médio,Casado,7.5,1,0,07-02-2013,96,0
5012,1989,Graduação,Casado,28.691,1,0,04-07-2013,56,0
7495,1948,Doutorado,Casado,56.223,0,1,20-12-2013,72,0
5029,1946,Graduação,Casado,18.1,0,0,06-08-2013,14,0
10642,1989,Graduação,Solteiro,30.279,1,0,30-12-2012,13,0
2106,1974,Ensino Médio,Casado,20.13,0,0,17-03-2014,99,0
10364,1959,Graduação,Divorciado,23.295,0,0,13-07-2013,72,0
5954,1972,Mestrado,Divorciado,42.618,1,0,09-10-2013,92,0
1137,1964,Graduação,Solteiro,81.246,0,0,29-12-2013,87,0
2541,1976,Graduação,Casado,24.027,1,0,09-06-2013,7,0
1142,1953,Doutorado,Casado,55.707,0,1,22-12-2013,91,0
2276,1955,Graduação,Solteiro,57.959,0,1,02-05-2013,71,0
2807,1969,Graduação,Casado,56.796,0,1,16-02-2013,24,0
6471,1971,Mestrado,Solteiro,36.23,1,0,17-10-2013,17,0
6131,1980,Ensino Médio,Casado,70.829,1,1,01-12-2013,87,0
6233,1976,Graduação,Casado,65.991,0,1,07-09-2012,21,0
4148,1972,Graduação,Casado,38.988,1,2,20-08-2012,90,0
4947,1966,Ensino Médio,Solteiro,89.572,0,0,15-09-2012,44,0
3225,1984,Mestrado,Casado,42.207,1,0,01-04-2013,71,0
7540,1952,Graduação,Casado,50.3,0,1,25-05-2014,52,0
10648,1982,Ensino Médio,Casado,66.664,0,0,25-09-2012,78,0
1992,1964,Graduação,Casado,60.597,0,1,01-01-2014,2,0
7851,1949,Graduação,Viúvo,70.165,0,0,22-09-2013,60,0
8594,1958,Doutorado,Viúvo,50.52,0,1,28-01-2014,25,0
7059,1963,Graduação,Casado,80.124,0,0,26-06-2014,47,0
2815,1975,Graduação,Casado,33.183,1,0,24-02-2014,46,0
2416,1969,Doutorado,Solteiro,66.582,0,0,03-03-2014,83,0
7999,1955,Doutorado,Casado,75.261,0,0,23-04-2013,17,0
9213,1970,Graduação,Viúvo,31.88,1,0,31-10-2012,13,0
9697,1951,Graduação,Casado,53.79,0,2,06-03-2014,86,0
3916,1971,Doutorado,Casado,49.269,1,0,15-08-2012,92,0
2021,1975,Graduação,Casado,61.456,0,1,27-03-2013,47,0
1581,1980,Graduação,Casado,37.406,1,0,10-10-2013,18,0
564,1981,Doutorado,Casado,56.937,1,0,04-08-2012,81,0
6619,1978,Graduação,Casado,38.415,1,1,02-01-2013,91,0
9081,1988,Graduação,Solteiro,20.518,1,0,18-05-2014,58,0
178,1956,Graduação,Casado,62.503,0,1,18-02-2013,40,0
916,1972,Doutorado,Solteiro,41.644,1,1,09-05-2014,67,0
5512,1977,Mestrado,Casado,55.842,0,1,23-05-2014,19,0
8970,1972,Doutorado,Casado,62.01,0,1,23-10-2012,93,0
10581,1977,Graduação,Casado,41.124,1,0,31-10-2012,41,0
5300,1973,Mestrado,Casado,38.961,1,0,30-12-2013,60,0
5154,1972,Mestrado,Divorciado,37.76,1,0,11-08-2013,54,0
8346,1974,Graduação,Solteiro,32.233,1,0,19-08-2012,26,0
1676,1975,Graduação,Casado,43.057,0,1,30-10-2013,30,0
9286,1960,Mestrado,Casado,83.151,0,0,10-10-2012,93,0
2426,1964,Doutorado,Divorciado,78.825,0,0,14-09-2012,35,0
5172,1976,Mestrado,Casado,65.104,0,1,14-11-2013,4,0
5562,1974,Graduação,Casado,60.093,0,1,26-06-2013,92,0
3436,1969,Graduação,Casado,14.045,1,0,26-01-2014,24,0
3921,1952,Ensino Médio,Viúvo,28.457,0,0,28-10-2012,96,0
3403,1958,Doutorado,Casado,78.952,0,1,24-09-2012,11,0
22,1976,Graduação,Divorciado,46.31,1,0,03-12-2012,99,0
10965,1955,Graduação,Casado,76.005,0,0,22-02-2013,72,0
9426,1964,Mestrado,Solteiro,58.308,0,1,12-01-2013,77,0
6605,1944,Doutorado,Divorciado,55.614,0,0,27-11-2013,85,0
3136,1962,Mestrado,Divorciado,59.432,0,1,13-04-2013,88,0
8737,1978,Graduação,Divorciado,55.563,0,1,05-04-2014,22,0
11088,1971,Doutorado,Casado,78.642,0,1,21-04-2013,83,0
716,1949,Doutorado,Casado,67.911,0,1,22-05-2014,63,0
466,1944,Graduação,Casado,65.275,0,0,03-04-2013,9,0
9135,1950,Graduação,Casado,27.203,1,1,06-08-2012,92,0
10623,1961,Mestrado,Casado,48.33,0,1,15-11-2013,2,0
8151,1990,Ensino Fundamental,Casado,24.279,0,0,29-12-2012,6,0
5140,1985,Doutorado,Casado,64.355,1,0,24-08-2012,66,0
10160,1956,Mestrado,Casado,50.943,0,1,21-06-2013,49,0
4945,1953,Graduação,Viúvo,53.653,0,0,07-11-2012,29,0
10584,1976,Graduação,Casado,65.665,0,1,02-12-2013,77,0
6071,1989,Graduação,Solteiro,81.217,0,0,19-07-2013,77,0
3386,1992,Graduação,Casado,34.935,0,0,21-06-2013,71,0
8939,1959,Graduação,Divorciado,61.25,0,1,16-12-2012,49,0
9925,1981,Doutorado,Casado,39.665,1,0,25-05-2013,97,0
4320,1979,Graduação,Solteiro,60.152,0,1,28-03-2013,6,0
5389,1964,Graduação,Casado,48.92,0,2,20-10-2013,93,0
6036,1959,Mestrado,Casado,89.12,0,0,17-03-2014,78,0
182,1946,Doutorado,Casado,44.124,0,1,11-05-2013,62,0
203,1975,Mestrado,Solteiro,81.169,0,0,14-04-2013,47,0
11025,1961,Graduação,Casado,36.443,1,1,03-02-2013,9,0
10203,1990,Graduação,Solteiro,26.095,1,0,30-06-2013,77,0
4607,1959,Graduação,Casado,71.367,0,0,23-08-2013,24,0
3711,1944,Mestrado,Casado,80.184,0,0,01-03-2014,19,0
3696,1965,Graduação,Divorciado,30.63,1,1,27-01-2014,67,0
2532,1987,Mestrado,Solteiro,73.454,0,0,01-03-2014,95,0
9214,1991,Graduação,Casado,42.691,0,0,16-08-2013,48,0
4943,1953,Graduação,Casado,70.503,0,0,30-09-2012,73,0
35,1987,Graduação,Casado,25.545,1,0,08-09-2012,35,0
2258,1986,Graduação,Casado,32.88,1,0,04-12-2012,76,0
4322,1958,Doutorado,Casado,77.863,0,0,27-11-2013,20,0
713,1977,Mestrado,Casado,50.353,0,0,08-06-2014,72,0
4702,1964,Graduação,Solteiro,61.839,0,0,12-08-2012,20,0
3281,1960,Doutorado,Casado,49.154,1,1,03-11-2013,69,0
702,1975,Ensino Médio,Viúvo,47.682,0,1,15-02-2013,80,0
2004,1969,Graduação,Solteiro,72.679,0,1,18-09-2013,65,0
4769,1977,Mestrado,Casado,57.954,1,1,18-06-2014,52,0
4437,1962,Graduação,Casado,65.316,1,1,24-04-2013,65,0
8724,1982,Graduação,Solteiro,28.567,1,0,17-06-2013,57,0
10741,1951,Mestrado,Casado,47.352,0,1,11-04-2013,70,0
1991,1967,Graduação,Casado,44.931,0,1,18-01-2014,0,0
6931,1967,Graduação,Divorciado,76.982,0,0,15-02-2014,19,0
11096,1952,Ensino Médio,Casado,57.247,0,1,08-08-2013,50,0
304,1981,Mestrado,Solteiro,22.944,1,0,23-12-2013,67,0
3665,1977,Ensino Médio,Casado,25.315,1,0,07-11-2013,46,0
10591,1969,Graduação,Viúvo,43.638,0,1,06-08-2012,37,0
5036,1984,Doutorado,Solteiro,42.71,1,0,28-11-2012,38,0
5547,1982,Doutorado,Casado,84.169,0,0,07-08-2013,9,0
7822,1976,Graduação,Casado,54.058,0,1,04-06-2013,56,0
8541,1990,Ensino Médio,Casado,24.683,1,0,08-03-2014,98,0
10955,1964,Graduação,Viúvo,85.62,0,0,07-01-2014,68,0
4368,1980,Graduação,Casado,47.85,1,0,03-12-2013,72,0
9671,1968,Graduação,Casado,19.514,1,1,26-01-2014,47,0
2256,1973,Mestrado,Casado,27.159,1,1,29-03-2014,33,0
4279,1963,Ensino Médio,Solteiro,39.548,1,1,31-03-2014,87,0
5371,1989,Graduação,Solteiro,21.474,1,0,08-04-2014,0,0
9240,1971,Doutorado,Solteiro,60.504,0,1,07-02-2014,73,0
9460,1963,Graduação,Casado,22.419,0,0,18-04-2013,74,0
9504,1949,Mestrado,Casado,81.698,0,0,06-11-2013,4,0
8692,1952,Graduação,Casado,43.462,1,1,12-09-2012,50,0
448,1978,Doutorado,Solteiro,54.88,1,0,01-03-2013,57,0
8314,1982,Graduação,Casado,79.908,0,0,05-04-2013,30,0
8420,1970,Ensino Médio,Casado,15.315,0,0,03-08-2013,27,0
3174,1959,Graduação,Casado,87.771,0,1,22-05-2013,61,0
7685,1978,Graduação,Casado,33.039,1,0,09-09-2013,4,0
3179,1980,Graduação,Solteiro,81.741,0,0,16-06-2013,75,0
9780,1971,Mestrado,Casado,71.499,0,1,25-06-2013,12,0
10681,1970,Ensino Médio,Casado,62.466,0,1,15-01-2014,13,0
10232,1963,Doutorado,Divorciado,48.799,0,1,05-11-2013,9,0
4184,1950,Doutorado,Casado,52.157,0,1,07-06-2014,48,0
9120,1962,Graduação,Solteiro,66.565,0,1,05-12-2012,80,0
891,1951,Mestrado,Casado,29.298,1,1,07-09-2013,60,0
10381,1979,Graduação,Solteiro,47.691,0,1,05-07-2013,43,0
3525,1970,Graduação,Casado,38.2,1,1,07-12-2012,19,0
6818,1974,Graduação,Casado,44.989,0,1,12-09-2012,26,0
3526,1968,Doutorado,Casado,38.443,1,1,27-01-2014,58,0
8181,1978,Ensino Médio,Solteiro,38.593,1,0,13-09-2013,42,0
1029,1970,Doutorado,Casado,64.413,0,1,01-08-2013,27,0
7369,1981,Mestrado,Casado,36.959,1,0,02-10-2013,56,0
2574,1977,Doutorado,Casado,61.996,0,1,31-01-2013,27,0
8159,1968,Graduação,Casado,51.287,1,1,01-04-2014,10,0
1160,1970,Graduação,Casado,13.26,1,1,23-08-2013,48,0
10242,1966,Doutorado,Casado,47.472,1,1,16-09-2013,39,0
5253,1956,Mestrado,Casado,54.603,1,1,09-07-2013,85,0
5966,1974,Doutorado,Casado,45.207,1,1,10-11-2012,64,0
5314,1951,Graduação,Casado,40.689,0,1,18-03-2013,69,0
5081,1967,Ensino Médio,Casado,47.821,1,1,20-10-2013,54,0
5123,1951,Mestrado,Casado,27.45,0,0,15-04-2013,57,0
5756,1983,Graduação,Casado,39.453,1,0,03-04-2014,64,0
8036,1971,Ensino Médio,Casado,26.85,1,1,18-04-2014,10,0
9058,1955,Graduação,Viúvo,79.8,0,0,23-09-2012,65,0
5057,1961,Mestrado,Casado,61.794,0,1,14-09-2013,74,0
254,1955,Graduação,Casado,53.863,0,1,17-05-2014,4,0
4179,1959,Graduação,Casado,24.221,0,0,20-08-2013,94,0
3710,1984,Doutorado,Solteiro,39.684,1,0,12-10-2012,41,1
7627,1975,Mestrado,Casado,92.163,0,0,12-12-2012,25,0
4501,1965,Mestrado,Solteiro,69.882,0,0,10-11-2013,94,0
6424,1977,Graduação,Casado,33.178,1,0,30-01-2014,9,0
3075,1972,Doutorado,Casado,59.973,0,0,11-09-2013,47,0
4992,1975,Mestrado,Casado,17.459,1,0,19-09-2013,12,0
5252,1969,Graduação,Divorciado,23.91,1,0,26-10-2012,80,0
7444,1969,Mestrado,Casado,42.169,1,1,19-10-2013,20,0
6919,1978,Ensino Médio,Casado,26.224,1,0,04-06-2013,39,0
3537,1981,Graduação,Casado,31.089,1,0,17-08-2012,57,0
10277,1961,Graduação,Solteiro,30.081,0,1,21-02-2013,27,0
2453,1960,Graduação,Casado,62.807,0,1,31-08-2012,83,0
7972,1955,Graduação,Solteiro,72.906,0,0,17-09-2013,79,0
895,1948,Doutorado,Casado,61.467,0,2,09-12-2012,69,0
1177,1966,Mestrado,Casado,49.618,1,1,26-01-2013,77,0
7141,1986,Mestrado,Solteiro,21.888,1,0,29-12-2012,15,0
7232,1973,Graduação,Viúvo,42.429,0,1,11-02-2014,99,0
8477,1956,Graduação,Divorciado,26.15,2,1,11-03-2013,61,0
2457,1975,Ensino Fundamental,Casado,30.801,0,1,26-10-2012,23,0
988,1965,Graduação,Casado,81.168,0,0,07-05-2014,84,0
7930,1969,Mestrado,Solteiro,26.877,0,0,19-08-2013,74,0
4587,1944,Mestrado,Viúvo,45.006,0,0,18-07-2013,90,0
6682,1973,Ensino Fundamental,Casado,18.978,1,0,11-12-2012,41,0
6222,1967,Graduação,Casado,22.574,2,1,28-10-2013,28,0
10299,1969,Doutorado,Solteiro,48.24,0,0,09-11-2012,73,0
3083,1974,Graduação,Casado,45.837,1,1,26-07-2013,88,0
8953,1965,Mestrado,Solteiro,35.791,2,1,06-05-2013,94,0
1503,1976,Doutorado,Casado,162.397,1,1,03-06-2013,31,0
8650,1978,Graduação,Viúvo,54.162,1,1,18-03-2013,31,0
10862,1960,Mestrado,Casado,30.522,0,1,17-08-2012,6,0
2782,1961,Doutorado,Casado,54.456,0,1,11-07-2013,23,0
6941,1971,Graduação,Solteiro,31.632,0,0,14-07-2013,92,0
10972,1949,Graduação,Viúvo,72.298,0,0,10-03-2014,52,0
10708,1978,Ensino Médio,Solteiro,36.975,1,0,28-12-2013,50,0
6583,1955,Ensino Médio,Casado,72.635,0,0,03-06-2013,54,0
3641,1976,Graduação,Casado,13.624,1,0,20-01-2013,93,0
10156,1975,Graduação,Solteiro,84.196,0,1,03-06-2013,56,0
4299,1960,Graduação,Casado,70.971,0,1,21-09-2012,28,0
3469,1977,Doutorado,Divorciado,34.487,1,1,06-09-2012,94,0
5063,1977,Graduação,Solteiro,28.769,1,0,18-12-2012,76,0
10727,1970,Doutorado,Casado,69.084,1,0,19-11-2013,43,0
9624,1958,Doutorado,Casado,65.488,0,0,13-06-2014,46,0
5156,1970,Ensino Médio,Casado,62.466,0,1,15-01-2014,13,0
4376,1960,Ensino Médio,Solteiro,32.218,0,0,15-02-2014,27,0
8923,1973,Graduação,Solteiro,83.917,0,0,18-04-2013,12,0
8461,1962,Graduação,Divorciado,46.102,2,1,10-03-2014,3,0
6945,1952,Graduação,Solteiro,84.574,0,0,04-06-2013,72,0
944,1962,Graduação,Casado,56.181,0,1,08-01-2013,6,0
1907,1950,Mestrado,Divorciado,63.12,0,1,28-09-2012,53,0
701,1971,Graduação,Casado,73.691,0,1,06-11-2013,58,0
3856,1960,Graduação,Casado,63.381,0,1,05-10-2012,78,0
4149,1948,Doutorado,Casado,76.14,0,0,13-05-2014,57,0
2131,1959,Doutorado,Divorciado,62.859,0,1,30-12-2012,37,0
2942,1964,Graduação,Solteiro,45.906,0,1,07-05-2013,20,0
1173,1947,Mestrado,Casado,77.632,0,0,10-03-2013,73,0
4381,1971,Doutorado,Casado,46.463,1,1,18-08-2013,56,0
4611,1970,Graduação,Casado,105.471,0,0,21-01-2013,36,0
3376,1970,Mestrado,Divorciado,55.282,1,0,13-12-2013,9,0
4679,1977,Mestrado,Casado,78.71,0,1,23-05-2014,42,0
10928,1958,Graduação,Casado,66.886,0,1,16-09-2013,28,0
4248,1960,Mestrado,Solteiro,98.777,0,0,17-02-2014,23,0
6728,1985,Graduação,Casado,29.103,1,0,27-08-2012,38,0
6661,1974,Graduação,Casado,67.445,0,1,12-08-2012,63,0
4725,1950,Doutorado,Casado,50.616,0,1,13-04-2014,71,0
3277,1955,Graduação,Divorciado,49.431,0,1,03-08-2012,9,0
5555,1975,Graduação,Divorciado,153.924,0,0,07-02-2014,81,0
2564,1953,Graduação,Casado,61.278,0,1,04-01-2014,87,0
946,1958,Ensino Médio,Casado,26.49,0,0,22-09-2012,92,0
3867,1947,Doutorado,Casado,73.059,0,1,31-08-2013,36,0
6940,1966,Doutorado,Solteiro,46.734,1,2,21-10-2013,86,0
55,1963,Graduação,Casado,56.253,0,1,07-12-2012,83,0
7093,1985,Graduação,Casado,19.986,1,0,14-11-2013,74,0
5084,1975,Graduação,Viúvo,58.33,0,1,25-12-2013,87,0
1777,1980,Ensino Fundamental,Casado,25.965,0,0,07-09-2012,29,0
8162,1956,Mestrado,Casado,14.661,0,0,01-01-2013,88,0
10826,1959,Graduação,Casado,18.69,0,0,28-12-2012,77,0
8754,1974,Doutorado,Casado,45.068,0,1,16-05-2013,25,0
1987,1987,Ensino Fundamental,Solteiro,21.063,1,0,25-09-2013,34,0
11007,1968,Doutorado,Casado,29.187,1,0,09-05-2013,43,0
7426,1971,Ensino Médio,Casado,54.69,1,1,07-11-2013,76,0
9153,1964,Doutorado,Casado,59.304,0,1,29-07-2013,81,0
10379,1962,Mestrado,Solteiro,59.247,0,2,08-11-2013,87,0
9204,1970,Graduação,Viúvo,66.731,0,1,12-09-2012,33,0
3197,1980,Graduação,Casado,77.353,0,1,16-12-2013,38,0
2920,1975,Doutorado,Solteiro,52.614,0,1,01-12-2012,63,0
6961,1974,Graduação,Casado,26.751,2,0,22-05-2014,26,0
4673,1963,Doutorado,Casado,81.3,0,1,30-10-2012,17,0
9937,1979,Graduação,Solteiro,70.337,0,0,02-01-2014,75,0
8779,1985,Ensino Médio,Casado,36.145,1,0,16-06-2013,13,0
9596,1980,Doutorado,Solteiro,65.295,0,0,23-12-2013,19,0
2891,1963,Graduação,Divorciado,68.118,0,1,18-10-2013,51,0
4910,1967,Graduação,Divorciado,68.743,0,0,30-08-2012,81,0
75,1982,Ensino Médio,Casado,41.039,0,0,25-07-2013,32,0
10120,1955,Graduação,Casado,38.946,0,1,24-10-2013,84,0
6327,1967,Graduação,Casado,65.777,0,0,19-12-2013,87,0
10142,1976,Doutorado,Divorciado,66.476,0,1,07-03-2013,99,0
9826,1972,Doutorado,Solteiro,86.857,0,0,12-09-2012,96,0
1501,1982,Doutorado,Casado,160.803,0,0,04-08-2012,21,0
10767,1989,Doutorado,Casado,77.845,0,0,16-05-2014,40,0
7279,1969,Doutorado,Casado,69.476,0,0,30-09-2013,3,0
7230,1960,Doutorado,Divorciado,50.611,0,1,04-10-2012,98,0
143,1970,Graduação,Solteiro,61.209,0,0,25-08-2013,73,0
450,1958,Mestrado,Casado,42.315,0,1,12-07-2013,90,0
9316,1952,Ensino Fundamental,Casado,13.084,0,0,02-11-2013,29,0
6379,1949,Mestrado,Viúvo,47.57,1,1,29-05-2013,3,0
9239,1961,Mestrado,Casado,61.923,0,2,26-07-2013,94,0
8315,1995,Graduação,Solteiro,34.824,0,0,26-03-2014,65,0
2868,1949,Doutorado,Solteiro,26.518,1,1,08-04-2013,33,0
10888,1961,Graduação,Solteiro,45.938,0,0,03-11-2013,46,0
1277,1960,Graduação,Casado,78.468,0,0,09-04-2014,29,0
9977,1973,Graduação,Divorciado,78.901,0,1,17-09-2013,99,0
10196,1978,Graduação,Casado,71.427,2,0,12-03-2014,26,0
6384,1978,Graduação,Divorciado,71.022,0,1,11-02-2014,30,0
8029,1988,Mestrado,Solteiro,90.247,0,0,29-04-2014,27,0
968,1968,Mestrado,Divorciado,41.335,1,0,26-12-2013,24,0
6988,1986,Graduação,Casado,71.952,1,0,10-01-2013,93,0
4472,1970,Doutorado,Divorciado,35.682,1,0,27-06-2014,34,0
6991,1951,Graduação,Divorciado,43.185,0,1,10-04-2013,88,0
3336,1948,Doutorado,Casado,66.375,0,1,21-11-2013,96,0
4301,1971,Mestrado,Casado,35.178,1,0,10-01-2013,10,0
1940,1986,Graduação,Casado,25.252,1,0,12-07-2013,26,0
1272,1965,Mestrado,Solteiro,55.25,0,1,21-10-2012,49,0
1388,1975,Graduação,Solteiro,33.249,1,0,20-02-2013,11,0
1044,1953,Graduação,Casado,58.398,0,0,14-05-2013,44,0
6969,1982,Graduação,Casado,50.272,1,0,07-08-2013,75,0
10479,1975,Doutorado,Casado,76.618,0,0,07-12-2012,64,0
3619,1960,Ensino Médio,Divorciado,87.305,0,0,23-09-2012,19,0
1715,1978,Graduação,Casado,25.851,1,0,11-02-2013,45,0
10159,1970,Graduação,Divorciado,58.71,0,1,31-03-2013,77,0
1463,1958,Graduação,Solteiro,45.16,1,1,29-03-2014,9,0
5114,1965,Mestrado,Casado,74.806,0,1,19-12-2012,1,0
4990,1954,Graduação,Casado,59.111,0,0,02-05-2013,90,0
4329,1984,Doutorado,Casado,18.988,1,0,23-05-2014,43,0
10936,1965,Graduação,Casado,72.19,0,0,13-02-2013,79,0
4692,1976,Graduação,Casado,7.5,1,0,01-08-2012,19,0
7212,1966,Graduação,Casado,44.794,0,1,08-06-2014,99,0
6086,1955,Graduação,Casado,80.395,0,0,23-11-2013,62,0
437,1976,Mestrado,Divorciado,75.012,0,0,25-01-2014,41,0
11171,1965,Mestrado,Casado,56.962,2,1,11-10-2013,60,0
11101,1991,Graduação,Casado,89.891,0,0,15-04-2013,17,0
5329,1949,Doutorado,Divorciado,35.946,1,1,27-09-2013,24,0
610,1953,Doutorado,Casado,53.593,1,1,07-08-2012,60,0
9384,1978,Graduação,Casado,66.373,1,1,12-06-2013,57,0
5956,1948,Doutorado,Divorciado,45.072,1,2,16-10-2013,74,0
10430,1973,Graduação,Divorciado,89.694,1,1,09-10-2013,22,0
7875,1949,Graduação,Casado,72.025,0,0,29-04-2014,46,0
7072,1973,Graduação,Casado,67.432,0,1,29-03-2013,69,0
6255,1952,Mestrado,Casado,70.545,0,1,03-06-2014,29,0
6516,1989,Ensino Fundamental,Casado,17.487,1,0,18-03-2013,37,0
5564,1969,Graduação,Casado,62.882,0,1,09-08-2012,26,0
5682,1953,Doutorado,Solteiro,64.108,0,1,23-03-2013,8,0
7458,1956,Mestrado,Casado,34.941,1,1,06-03-2013,26,0
5237,1950,Doutorado,Solteiro,48.767,1,2,01-01-2014,79,0
7761,1978,Ensino Médio,Casado,38.702,1,0,01-08-2013,71,0
5278,1964,Graduação,Casado,82.224,0,0,25-01-2014,83,0
3560,1952,Graduação,Casado,83.844,0,0,12-05-2013,57,0
7235,1975,Ensino Médio,Casado,17.003,1,0,09-12-2013,37,0
10548,1995,Graduação,Solteiro,71.163,0,0,09-03-2014,30,0
2281,1970,Graduação,Solteiro,33.697,1,0,15-09-2013,34,0
4073,1954,Ensino Médio,Casado,63.564,0,0,29-01-2014,0,0
6974,1972,Doutorado,Casado,83.443,0,0,31-12-2013,89,0
7938,1958,Doutorado,Casado,51.518,0,1,03-10-2013,92,0
7094,1975,Graduação,Viúvo,58.33,0,1,25-12-2013,87,0
3667,1969,Graduação,Casado,80.952,0,0,28-02-2013,20,0
7723,1979,Graduação,Casado,75.507,0,0,02-05-2014,56,0
3870,1978,Ensino Médio,Casado,63.855,0,0,09-02-2013,28,0
4012,1972,Doutorado,Casado,62.22,0,1,11-08-2012,55,0
5909,1964,Graduação,Casado,58.512,0,1,19-09-2013,25,0
10470,1979,Mestrado,Casado,40.662,1,0,15-03-2013,0,0
6488,1959,Doutorado,Casado,38.829,0,1,06-04-2014,86,0
10270,1981,Ensino Médio,Casado,35.523,1,0,03-10-2013,8,0
6887,1967,Graduação,Solteiro,79.146,1,1,24-04-2014,33,0
6406,1988,Mestrado,Casado,78.285,0,0,28-10-2013,13,0
7573,1978,Doutorado,Solteiro,31.626,1,0,10-05-2013,12,0
4508,1952,Graduação,Solteiro,75.127,0,0,22-05-2014,92,0
221,1955,Graduação,Casado,48.726,0,1,27-04-2013,90,0
5331,1977,Graduação,Casado,74.985,0,0,11-09-2012,8,0
1911,1987,Graduação,Casado,67.43,0,0,05-09-2012,6,0
20,1965,Ensino Médio,Casado,46.891,0,1,01-09-2013,91,0
8786,1956,Mestrado,Casado,62.058,0,1,26-05-2013,52,0
10582,1979,Graduação,Casado,72.063,0,1,03-07-2013,3,0
1915,1951,Doutorado,Casado,78.939,0,0,12-12-2013,57,0
8897,1965,Graduação,Solteiro,42.72,1,1,24-04-2013,9,0
2371,1972,Graduação,Casado,33.622,1,1,13-04-2013,22,0
4303,1957,Doutorado,Casado,6.835,0,1,08-12-2012,76,0
6825,1953,Graduação,Casado,41.452,1,1,06-03-2013,86,0
1072,1965,Doutorado,Solteiro,40.76,0,1,30-08-2013,64,0
4964,1958,Doutorado,Casado,74.25,0,0,26-01-2014,90,0
2461,1955,Mestrado,Solteiro,51.124,1,1,18-12-2013,79,0
10736,1971,Graduação,Solteiro,72.258,0,1,12-09-2013,28,0
3194,1974,Doutorado,Solteiro,71.466,0,0,05-04-2014,86,0
10839,1976,Graduação,Casado,36.283,1,1,14-04-2014,42,0
49,1970,Graduação,Solteiro,20.587,1,0,11-05-2014,39,0
4290,1972,Graduação,Casado,30.467,1,0,19-03-2014,8,0
10219,1972,Graduação,Casado,31.59,1,0,18-06-2013,40,0
